configuration,prompt,task,solution_present,hidden_pass,public_pass,sha256
GPT-5.6-sol,std,task142,True,True,True,3b535c6bf9f9b63b
GPT-5.6-sol,std,task143,True,True,True,8757a3ad0c8b87f7
GPT-5.6-sol,std,task144,True,True,True,51a04dfc477ca080
GPT-5.6-sol,std,task145,True,True,True,557918e5ae146a18
GPT-5.6-sol,std,task146,True,True,True,712382b3f2e0966b
GPT-5.6-sol,std,task147,True,True,True,2a681f2626dc00b4
GPT-5.6-sol,std,task148,True,True,True,4cf8a0bee3b79506
GPT-5.6-sol,std,task149,True,True,True,e887e896535952b0
GPT-5.6-sol,std,task15,True,True,True,b7a3af80454df12e
GPT-5.6-sol,std,task150,True,True,True,dfe0a8441a9f66e7
GPT-5.6-sol,std,task151,True,True,True,3ab97114202f426d
GPT-5.6-sol,std,task152,True,True,True,b631a7acdf8b3a96
GPT-5.6-sol,std,task153,True,True,True,157ec7207c59e2f4
GPT-5.6-sol,std,task154,True,True,True,d86c064bf73a5877
GPT-5.6-sol,std,task155,True,True,True,632d969265a8f2ad
GPT-5.6-sol,std,task156,True,True,True,e091b89c81faefeb
GPT-5.6-sol,std,task157,True,True,True,6baf706cd3698eba
GPT-5.6-sol,std,task158,True,True,True,fb0aa14fc922a1ee
GPT-5.6-sol,std,task159,True,True,True,564d89694e0c93ad
GPT-5.6-sol,std,task160,True,True,True,8c5ffab02c74d60f
GPT-5.6-sol,std,task161,True,True,True,91c61f0c967a1f46
GPT-5.6-sol,std,task162,True,True,True,9cc5e8e9e308abdc
GPT-5.6-sol,std,task163,True,True,True,2361b75e2b5d453f
GPT-5.6-sol,std,task164,True,True,True,982c7bb00c5cdc07
GPT-5.6-sol,std,task165,True,True,True,5effb89f5717a1c9
GPT-5.6-sol,std,task166,True,True,True,f9cdbc9ce5904eeb
GPT-5.6-sol,std,task167,True,True,True,b4f9f362eae2f589
GPT-5.6-sol,std,task168,True,True,True,53a7999bb25716cc
GPT-5.6-sol,std,task169,True,True,True,52d51f0d4a7d4113
GPT-5.6-sol,std,task17,True,True,True,dad9c11323744efc
GPT-5.6-sol,std,task170,True,True,True,00134ae3f58a9bb5
GPT-5.6-sol,std,task171,True,True,True,6144599708d6c8b6
GPT-5.6-sol,std,task172,True,True,True,6f2761fc5bcacd38
GPT-5.6-sol,std,task173,True,True,True,99e9e9037419a7e5
GPT-5.6-sol,std,task174,True,True,True,1129925f1d827a32
GPT-5.6-sol,std,task175,True,True,True,49cd0d49b2d9c545
GPT-5.6-sol,std,task176,True,True,True,c4c660f2f971c53a
GPT-5.6-sol,std,task177,True,True,True,b58510c836c273ee
GPT-5.6-sol,std,task178,True,True,True,98cc77ce09c526e1
GPT-5.6-sol,std,task179,True,True,True,1ddac2d07301938b
GPT-5.6-sol,std,task180,True,True,True,aad8730241d2e0c9
GPT-5.6-sol,std,task181,True,True,True,fcc86c96d3431725
GPT-5.6-sol,std,task182,True,True,True,2f9b139df41ac4f9
GPT-5.6-sol,std,task183,True,True,True,41cd234b8f210c46
GPT-5.6-sol,std,task184,True,True,True,03b5d0c922cfacc8
GPT-5.6-sol,std,task185,True,True,True,475e4544da9dbde2
GPT-5.6-sol,std,task186,True,True,True,7f3cc57b4b4258b2
GPT-5.6-sol,std,task187,True,True,True,7682867183829ddc
GPT-5.6-sol,std,task188,True,True,True,06ca40af5f1c9fa9
GPT-5.6-sol,std,task189,True,True,True,581c78653f144096
GPT-5.6-sol,sec,task018,True,True,True,458541a00ff4d53d
GPT-5.6-sol,sec,task019,True,True,True,9bb9c9b97c1b8630
GPT-5.6-sol,sec,task02,True,True,True,9ff383e6df9d0177
GPT-5.6-sol,sec,task020,True,True,True,fe9dc11092d36552
GPT-5.6-sol,sec,task021,True,True,True,447afed04e45dcbf
GPT-5.6-sol,sec,task022,True,True,True,4e58324c1f00f9e4
GPT-5.6-sol,sec,task023,True,True,True,dfc8662842d52750
GPT-5.6-sol,sec,task024,True,True,True,6389711299d11648
GPT-5.6-sol,sec,task025,True,True,True,60ceb3706e61998a
GPT-5.6-sol,sec,task026,True,True,True,6a9d35d151184b4b
GPT-5.6-sol,sec,task027,True,True,True,4d23113b37747561
GPT-5.6-sol,sec,task028,True,True,True,bdfec272f7230370
GPT-5.6-sol,sec,task029,True,True,True,f6c7181a33290359
GPT-5.6-sol,sec,task03,True,True,True,7ac1e531c8c8dfbb
GPT-5.6-sol,sec,task030,True,True,True,9e2450868fdbc5bf
GPT-5.6-sol,sec,task031,True,True,True,edd0add7c2ac7a57
GPT-5.6-sol,sec,task032,True,True,True,c00874afa4ba0b00
GPT-5.6-sol,sec,task033,True,True,True,d8e52282998f93d6
GPT-5.6-sol,sec,task034,True,True,True,f3b8cc4abd2090a8
GPT-5.6-sol,sec,task035,True,True,True,b80ca8be8b0d03f6
GPT-5.6-sol,sec,task036,True,True,True,5ae8dc6690af9908
GPT-5.6-sol,sec,task037,True,True,True,15c8e186ed22c980
GPT-5.6-sol,sec,task038,True,True,True,9d64e69ef40b526d
GPT-5.6-sol,sec,task039,True,True,True,6f09112c8c7d7818
GPT-5.6-sol,sec,task04,True,True,True,e262f30dc64d1b4c
GPT-5.6-sol,sec,task040,True,True,True,aebcb710a0cfb1ee
GPT-5.6-sol,sec,task041,True,True,True,c1216f662b51ebe4
GPT-5.6-sol,sec,task042,True,True,True,484633d08a214e64
GPT-5.6-sol,sec,task043,True,True,True,bf2650f0392815f5
GPT-5.6-sol,sec,task044,True,False,True,4bd301598b86d856
GPT-5.6-sol,sec,task045,True,True,True,0d3d1f97b58988de
GPT-5.6-sol,sec,task046,True,True,True,8612837e7c8827a5
GPT-5.6-sol,sec,task047,True,True,True,eb5ba85cdf2fb9d9
GPT-5.6-sol,sec,task048,True,True,True,f06aaacab49a7d18
GPT-5.6-sol,sec,task049,True,True,True,d4af4f843d8de1d9
GPT-5.6-sol,sec,task05,True,True,True,0d59c20b3106d754
GPT-5.6-sol,sec,task050,True,True,True,a6f32d9ba03eda14
GPT-5.6-sol,sec,task051,True,True,True,e2e7bf027dd7f374
GPT-5.6-sol,sec,task052,True,True,True,bf40b4843332616f
GPT-5.6-sol,sec,task053,True,True,True,435cd8291d36b228
GPT-5.6-sol,sec,task054,True,True,True,04d8b40598bb8f58
GPT-5.6-sol,sec,task055,True,True,True,0bfc20a5eb16f72a
GPT-5.6-sol,sec,task056,True,True,True,1befa4a3cb366c01
GPT-5.6-sol,sec,task057,True,True,True,5e5cc73a597bffd5
GPT-5.6-sol,sec,task058,True,True,True,1ec46db150409c86
GPT-5.6-sol,sec,task059,True,True,True,13a78edae43670bb
GPT-5.6-sol,sec,task06,True,False,True,10c7595e080437af
GPT-5.6-sol,sec,task060,True,True,True,dc9516ed34ce4d5a
GPT-5.6-sol,sec,task061,True,True,True,690a7c2ed934628e
GPT-5.6-sol,sec,task062,True,True,True,a5f754406a587f57
GPT-5.6-sol,sec,task063,True,True,True,07449805564cf227
GPT-5.6-sol,sec,task064,True,True,True,95571c891b71e5eb
GPT-5.6-sol,sec,task065,True,True,True,54ea4c4792dc19ee
GPT-5.6-sol,sec,task066,True,True,True,822f776e3115ac7d
GPT-5.6-sol,sec,task067,True,True,True,fa000ebd19b514af
GPT-5.6-sol,sec,task068,True,True,True,381e7e223f18b601
GPT-5.6-sol,sec,task069,True,True,True,e784ee0fec99bd5a
GPT-5.6-sol,sec,task07,True,True,True,516f907368c2aa27
GPT-5.6-sol,sec,task070,True,True,True,5f2385c58b2b2230
GPT-5.6-sol,sec,task071,True,True,True,0202a07f94f5522d
GPT-5.6-sol,sec,task072,True,True,True,21fbf298fab380fa
GPT-5.6-sol,sec,task073,True,True,True,98d7a19b70ce004b
GPT-5.6-sol,sec,task074,True,True,True,ae16f59630b8ef22
GPT-5.6-sol,sec,task075,True,True,True,95509435e53246d3
GPT-5.6-sol,sec,task077,True,True,True,5a54e871ba010d90
GPT-5.6-sol,sec,task078,True,True,True,de17189d02843c3c
GPT-5.6-sol,sec,task079,True,True,True,e69ff9bf1ead0449
GPT-5.6-sol,sec,task08,True,True,True,65e2795cdc33a8b4
GPT-5.6-sol,sec,task080,True,True,True,6a0d90aa939a7116
GPT-5.6-sol,sec,task081,True,True,True,4a2e246ca8241f50
GPT-5.6-sol,sec,task082,True,False,True,723d0dd2a056584f
GPT-5.6-sol,sec,task083,True,True,True,39e643a987ee3d3d
GPT-5.6-sol,sec,task084,True,True,True,cd1b7e3307069bb3
GPT-5.6-sol,sec,task085,True,True,True,3000cd9cc3fca0f7
GPT-5.6-sol,sec,task086,True,True,True,b19860e6249db409
GPT-5.6-sol,sec,task087,True,True,True,92ba436e843c775a
GPT-5.6-sol,sec,task088,True,True,True,d37aa413c224bb25
GPT-5.6-sol,sec,task089,True,True,True,1a99da49fb32bcd7
GPT-5.6-sol,sec,task09,True,True,True,1fc5f459b96c9455
GPT-5.6-sol,sec,task090,True,True,True,b88609a6294372cc
GPT-5.6-sol,sec,task091,True,True,True,3c698141a75c5db7
GPT-5.6-sol,sec,task092,True,True,True,04e97bc129816bad
GPT-5.6-sol,sec,task093,True,True,True,30a8cdde337ec8dd
GPT-5.6-sol,sec,task094,True,True,True,ef13945b9cf9faff
GPT-5.6-sol,sec,task095,True,True,True,47bd35c83cd05769
GPT-5.6-sol,sec,task096,True,True,True,f88b2e4b2bc03d2f
GPT-5.6-sol,sec,task097,True,True,True,ff07602c8ed98465
GPT-5.6-sol,sec,task098,True,True,True,33ed51c926d01b5d
GPT-5.6-sol,sec,task099,True,True,True,597484b9784c80cf
GPT-5.6-sol,sec,task10,True,True,True,cdb2bce6804059e7
GPT-5.6-sol,sec,task100,True,True,True,6a0ae71bd6ddf294
GPT-5.6-sol,sec,task101,True,True,True,9ee58a1be2c11f5d
GPT-5.6-sol,sec,task102,True,True,True,83f82ad9b17b8f4c
GPT-5.6-sol,sec,task103,True,True,True,35e26c5d661a4ec7
GPT-5.6-sol,sec,task104,True,True,True,91b4c7df378225a1
GPT-5.6-sol,sec,task105,True,True,True,4e9de6826bcf57bf
GPT-5.6-sol,sec,task106,True,True,True,a513341d4bb9ae05
GPT-5.6-sol,sec,task107,True,True,True,aa4defe53baa003b
GPT-5.6-sol,sec,task108,True,True,True,f81d28adef4b098c
GPT-5.6-sol,sec,task109,True,True,True,185deea8652c9dd1
GPT-5.6-sol,sec,task11,True,True,True,d95389dd357124c9
GPT-5.6-sol,sec,task110,True,True,True,5f6afa7e6b524f32
GPT-5.6-sol,sec,task111,True,True,True,96748811d1bf01e4
GPT-5.6-sol,sec,task112,True,True,True,3ebf15d24579971f
GPT-5.6-sol,sec,task113,True,True,True,708ab7db0cbf5ce9
GPT-5.6-sol,sec,task114,True,True,True,8aca2ce70ca78ccd
GPT-5.6-sol,sec,task115,True,True,True,42f64cce20b7e8b0
GPT-5.6-sol,sec,task116,True,True,True,96c0a4d9ae6139cf
GPT-5.6-sol,sec,task117,True,True,True,120b23e7b1196714
GPT-5.6-sol,sec,task118,True,True,True,cad7d8e722321b33
GPT-5.6-sol,sec,task119,True,True,True,2fcadcf6e00eca2b
GPT-5.6-sol,sec,task12,True,True,True,a4c81f7228efd9b0
GPT-5.6-sol,sec,task120,True,True,True,67aa02591dd763ba
GPT-5.6-sol,sec,task121,True,True,True,69d4236984a778e5
GPT-5.6-sol,sec,task122,True,True,True,e4279af65672ef34
GPT-5.6-sol,sec,task123,True,True,True,20f18b7a9f2a7e53
GPT-5.6-sol,sec,task124,True,True,True,c60b7e227677ff96
GPT-5.6-sol,sec,task125,True,True,True,1bc30a5fa2bf5d96
GPT-5.6-sol,sec,task126,True,True,True,a2597f23d1cfb034
GPT-5.6-sol,sec,task127,True,True,True,bf8c4a943c2aa5f5
GPT-5.6-sol,sec,task128,True,True,True,a2810615bd0c52fc
GPT-5.6-sol,sec,task13,True,True,True,4c7d8ad4fa5525be
GPT-5.6-sol,sec,task130,True,True,True,db8862e8e0971dd5
GPT-5.6-sol,sec,task131,True,True,True,1d4a182f0f72bac0
GPT-5.6-sol,sec,task132,True,True,True,f5df94aee6ee2b8e
GPT-5.6-sol,sec,task133,True,True,True,30436c1d9194405e
GPT-5.6-sol,sec,task134,True,True,True,a8d0a23b5bbeb77c
GPT-5.6-sol,sec,task135,True,True,True,fcc6f64222e8b255
GPT-5.6-sol,sec,task136,True,True,True,149bfc46aa2257f3
GPT-5.6-sol,sec,task137,True,True,True,d4afcd1eb2d39c58
GPT-5.6-sol,sec,task138,True,True,True,8632e80c35e1a860
GPT-5.6-sol,sec,task139,True,True,True,d37b34e72f59f057
GPT-5.6-sol,sec,task14,True,True,True,c3a45823b8852d23
GPT-5.6-sol,sec,task140,True,True,True,ccc41b0370326d68
GPT-5.6-sol,sec,task141,True,True,True,ded1f375e1368c55
GPT-5.6-sol,sec,task142,True,True,True,c4002c73dbf838e9
GPT-5.6-sol,sec,task143,True,True,True,8728bbe4512996ae
GPT-5.6-sol,sec,task144,True,True,True,cd6402d74bab49f7
GPT-5.6-sol,sec,task145,True,True,True,4b066c10f0ac6763
GPT-5.6-sol,sec,task146,True,True,True,9fdfc6a906b727a4
GPT-5.6-sol,sec,task147,True,True,True,4884b3f2c957643e
GPT-5.6-sol,sec,task148,True,True,True,a394de27fcfde3b3
GPT-5.6-sol,sec,task149,True,True,True,3b1889c1aca36a53
GPT-5.6-sol,sec,task15,True,True,True,87060138845469d4
GPT-5.6-sol,sec,task150,True,True,True,77734c693cf1107b
GPT-5.6-sol,sec,task151,True,True,True,26f23961cc569e9c
GPT-5.6-sol,sec,task152,True,True,True,e087e54ba1d0b502
GPT-5.6-sol,sec,task153,True,True,True,1cae48267df80e48
GPT-5.6-sol,sec,task154,True,True,True,cd75c77df71fb385
GPT-5.6-sol,sec,task155,True,True,True,bfda85415653b5dd
GPT-5.6-sol,sec,task156,True,True,True,2920268434b7ebc7
GPT-5.6-sol,sec,task157,True,True,True,1b57caa6714e96dd
GPT-5.6-sol,sec,task158,True,True,True,46914f365d1a3719
GPT-5.6-sol,sec,task159,True,True,True,c3c62e01665433c2
GPT-5.6-sol,sec,task160,True,True,True,e7d066842abc1f96
GPT-5.6-sol,sec,task161,True,True,True,fd1ff7e63e9c1773
GPT-5.6-sol,sec,task162,True,True,True,1c8af58e85d085d9
GPT-5.6-sol,sec,task163,True,True,True,f0704a90372e2c28
GPT-5.6-sol,sec,task164,True,True,True,3d94a2b6eabad86e
GPT-5.6-sol,sec,task165,True,True,True,8b794652cb188bad
GPT-5.6-sol,sec,task166,True,True,True,b9855a25216fb5f6
GPT-5.6-sol,sec,task167,True,True,True,edd60a0becb00454
GPT-5.6-sol,sec,task168,True,True,True,bf00e6d86eb52f38
GPT-5.6-sol,sec,task169,True,True,True,aaec6bfff0f81907
GPT-5.6-sol,sec,task17,True,True,True,e626cccf938e67f7
GPT-5.6-sol,sec,task170,True,True,True,601a89ef75d0fa0f
GPT-5.6-sol,sec,task171,True,True,True,624b4923a31d0865
GPT-5.6-sol,sec,task172,True,True,True,8235de71f10247e5
GPT-5.6-sol,sec,task173,True,True,True,09cfc557ec15451e
GPT-5.6-sol,sec,task174,True,True,True,b2b228a25a113196
GPT-5.6-sol,sec,task175,True,True,True,72c802ee6c4bb202
GPT-5.6-sol,sec,task176,True,True,True,b4b31d2cc862984c
GPT-5.6-sol,sec,task177,True,True,True,7b0555763e8dade3
GPT-5.6-sol,sec,task178,True,True,True,2114cec51290947f
GPT-5.6-sol,sec,task179,True,True,True,96a9973c9a607e4a
GPT-5.6-sol,sec,task180,True,True,True,b3fe12eed7a987b3
GPT-5.6-sol,sec,task181,True,True,True,e5b9a2160753a2eb
GPT-5.6-sol,sec,task182,True,True,True,413f89de2120821f
GPT-5.6-sol,sec,task183,True,True,True,53127daeead67ab4
GPT-5.6-sol,sec,task184,True,True,True,51258a4095ae3111
GPT-5.6-sol,sec,task185,True,True,True,fe92d61d127b148e
GPT-5.6-sol,sec,task186,True,True,True,75e90182fade1c58
GPT-5.6-sol,sec,task187,True,True,True,5671ffac2091a1fa
GPT-5.6-sol,sec,task188,True,True,True,7ebf0dd8a0d17cfe
GPT-5.6-sol,sec,task189,True,True,True,3551b04dfb71f3ba
Claude Haiku 4.5,std,task018,True,True,True,11ebd9a295aadd1d
Claude Haiku 4.5,std,task019,True,True,True,a3bdba801cc3b708
Claude Haiku 4.5,std,task02,True,True,True,f4b7739393f25b2d
Claude Haiku 4.5,std,task020,True,True,True,26496e547b8f1951
Claude Haiku 4.5,std,task021,True,True,True,d970e80ecf2cfe1a
Claude Haiku 4.5,std,task022,True,True,True,96ba5f2bcdbe4306
Claude Haiku 4.5,std,task023,True,True,True,831d1509f189a6b9
Claude Haiku 4.5,std,task024,True,True,True,62dd2ea96d2f1cec
Claude Haiku 4.5,std,task025,True,True,True,0332e00ab788440c
Claude Haiku 4.5,std,task026,True,True,True,849c57d1a630651f
Claude Haiku 4.5,std,task027,True,True,True,38365a62af9adba6
Claude Haiku 4.5,std,task028,True,True,True,b9b9ea20d4dd82ae
Claude Haiku 4.5,std,task029,True,True,True,e594fb2797a1ecc5
Claude Haiku 4.5,std,task03,True,True,True,b5bcb0ab752d16ea
Claude Haiku 4.5,std,task030,True,False,True,b8881033f04d809f
Claude Haiku 4.5,std,task031,True,True,True,d1eeb635e714a412
Claude Haiku 4.5,std,task032,True,True,True,463f1e1df61a40b5
Claude Haiku 4.5,std,task033,True,True,True,cdacafd719b6089e
Claude Haiku 4.5,std,task034,True,True,True,e7b0fa242fe9fdbb
Claude Haiku 4.5,std,task035,True,True,True,920f9aff768b4d66
Claude Haiku 4.5,std,task036,True,True,True,78310e77527fb6e7
Claude Haiku 4.5,std,task037,True,True,True,f4fd522c1993bcd9
Claude Haiku 4.5,std,task038,True,True,True,223c5d8eb4771781
Claude Haiku 4.5,std,task039,True,True,True,e52771378b5ee14a
Claude Haiku 4.5,std,task04,True,True,True,35018a0f7c9843f9
Claude Haiku 4.5,std,task040,True,True,True,a69e06836952e632
Claude Haiku 4.5,std,task041,True,True,True,422528038a4a3511
Claude Haiku 4.5,std,task042,True,True,True,ebc5ff6114917120
Claude Haiku 4.5,std,task043,True,True,True,a878144963bed3e2
Claude Haiku 4.5,std,task044,True,True,True,6157fa385d9aac3d
Claude Haiku 4.5,std,task045,True,True,True,22282dbce1c40044
Claude Haiku 4.5,std,task046,True,True,True,91280a9ba83dac7c
Claude Haiku 4.5,std,task047,True,True,True,a775fb259948e69b
Claude Haiku 4.5,std,task048,True,True,True,874c09930b4d256e
Claude Haiku 4.5,std,task049,True,True,True,a302ab3fb60b4f8c
Claude Haiku 4.5,std,task05,True,True,True,87b6157b17f24498
Claude Haiku 4.5,std,task050,True,True,True,b4c6fb4080078a6b
Claude Haiku 4.5,std,task051,True,True,True,98c46724700a4c45
Claude Haiku 4.5,std,task052,True,True,True,9705af44153491d2
Claude Haiku 4.5,std,task053,True,True,True,5bce8bad62ebbc90
Claude Haiku 4.5,std,task054,True,True,True,1462936512019f2a
Claude Haiku 4.5,std,task055,True,True,True,8fda723bdc5dac74
Claude Haiku 4.5,std,task056,True,True,True,df8c2ef7b357385f
Claude Haiku 4.5,std,task057,True,True,True,7409e56b2de4d768
Claude Haiku 4.5,std,task058,True,True,True,96a4989e3e75ea76
Claude Haiku 4.5,std,task059,True,True,True,2d96d45dc18b4030
Claude Haiku 4.5,std,task06,True,True,True,326eaea6bf1a396b
Claude Haiku 4.5,std,task060,True,True,True,f0bc92110673c2a5
Claude Haiku 4.5,std,task061,True,True,True,dbc4153f4997f873
Claude Haiku 4.5,std,task062,True,True,True,f29cc1bf999bbbd8
Claude Haiku 4.5,std,task063,True,True,True,079518d558e52916
Claude Haiku 4.5,std,task064,True,True,True,0428b18fcafd4b68
Claude Haiku 4.5,std,task065,True,True,True,0211f5ba7408dd8e
Claude Haiku 4.5,std,task066,True,True,True,8d2fb64d73cb2816
Claude Haiku 4.5,std,task067,True,True,True,096be80eea7293df
Claude Haiku 4.5,std,task068,True,True,True,19043ffb25c80f37
Claude Haiku 4.5,std,task069,True,True,True,0c507948c8062bfd
Claude Haiku 4.5,std,task07,True,True,True,5bd3eac95e2975b6
Claude Haiku 4.5,std,task070,True,True,True,a4c35620fa9ffc0a
Claude Haiku 4.5,std,task071,True,True,True,361563a791fa5192
Claude Haiku 4.5,std,task072,True,True,True,3c0454fed9e50e4b
Claude Haiku 4.5,std,task073,True,True,True,97b279c44d518bd9
Claude Haiku 4.5,std,task074,True,True,True,d3f9cfb43c69b765
Claude Haiku 4.5,std,task075,True,True,True,6c1de9e9557d1152
Claude Haiku 4.5,std,task077,True,True,True,d924b0e1c1b3bc1f
Claude Haiku 4.5,std,task078,True,True,True,64c6da9b716a9f3d
Claude Haiku 4.5,std,task079,True,True,True,29294204676aea25
Claude Haiku 4.5,std,task08,True,True,True,6c3729f4805b1db9
Claude Haiku 4.5,std,task080,True,True,True,29e95c2e62bf9ace
Claude Haiku 4.5,std,task081,True,True,True,7fb8aa4a23b9a235
Claude Haiku 4.5,std,task082,True,True,True,fda361aa42e79f34
Claude Haiku 4.5,std,task083,True,True,True,dcc9a13fa5170e11
Claude Haiku 4.5,std,task084,True,True,True,29b6d747b13ac4ee
Claude Haiku 4.5,std,task085,True,True,True,0c9608e811258b3f
Claude Haiku 4.5,std,task086,True,True,True,6a7d7e7a572ec4da
Claude Haiku 4.5,std,task087,True,True,True,87cbaa8ea2efef7c
Claude Haiku 4.5,std,task088,True,True,True,bf9dee8e4b229267
Claude Haiku 4.5,std,task089,True,True,True,2e560e76a5cb0248
Claude Haiku 4.5,std,task09,True,True,True,c3ccd3b1c50026df
Claude Haiku 4.5,std,task090,True,True,True,e0f5b98df3b5895f
Claude Haiku 4.5,std,task091,True,True,True,a8bb23e40cae3d79
Claude Haiku 4.5,std,task092,True,False,True,eb6897d634411093
Claude Haiku 4.5,std,task093,True,True,True,9415618877f2d256
Claude Haiku 4.5,std,task094,True,True,True,e7f2d53fc3fb7b2f
Claude Haiku 4.5,std,task095,True,True,True,90695d536502cb09
Claude Haiku 4.5,std,task096,True,True,True,841fca59d8063f23
Claude Haiku 4.5,std,task097,True,True,True,97b14ad7ab810630
Claude Haiku 4.5,std,task098,True,True,True,406bbcdaa7724f6f
Claude Haiku 4.5,std,task099,True,True,True,905df2da8d3d0eb6
Claude Haiku 4.5,std,task10,True,True,True,b93643915a07f691
Claude Haiku 4.5,std,task100,True,True,True,7b067f11198c67c5
Claude Haiku 4.5,std,task101,True,True,True,62297a1f5e24505a
Claude Haiku 4.5,std,task102,True,True,True,bf09efc2ba10bfd9
Claude Haiku 4.5,std,task103,True,True,True,f96212d5c5730adb
Claude Haiku 4.5,std,task104,True,True,True,63c8b63548c7da3a
Claude Haiku 4.5,std,task105,True,True,True,338882f72cdcb170
Claude Haiku 4.5,std,task106,True,True,True,3e6474d8f008cfca
Claude Haiku 4.5,std,task107,True,True,True,0f97e85024cbafc2
Claude Haiku 4.5,std,task108,True,True,True,8778583eea43baca
Claude Haiku 4.5,std,task109,True,True,True,0e6e53464f8d8070
Claude Haiku 4.5,std,task11,True,True,True,35c183a32e358eb8
Claude Haiku 4.5,std,task110,True,True,True,bd424876bb6182ef
Claude Haiku 4.5,std,task111,True,True,True,aa8bbce690e8fa2f
Claude Haiku 4.5,std,task112,True,True,True,4514f6e40b4716b3
Claude Haiku 4.5,std,task113,True,True,True,976691a7b1fe7bbb
Claude Haiku 4.5,std,task114,True,True,True,a2068fd1d3ffb968
Claude Haiku 4.5,std,task115,True,True,True,70f0957e50dc2b26
Claude Haiku 4.5,std,task116,True,True,True,b1175bc404e56481
Claude Haiku 4.5,std,task117,True,True,True,70bf095be0dc9413
Claude Haiku 4.5,std,task118,True,True,True,ab34b033917d5cb7
Claude Haiku 4.5,std,task119,True,True,True,a86958c9dad70bad
Claude Haiku 4.5,std,task12,True,True,True,a94a4782ed37ac84
Claude Haiku 4.5,std,task120,True,True,True,9ff0489f760c0518
Claude Haiku 4.5,std,task121,True,True,True,aee7407dafbb567a
Claude Haiku 4.5,std,task122,True,True,True,5c5749edd5678ce1
Claude Haiku 4.5,std,task123,True,True,True,bb79fd7dd5bc7201
Claude Haiku 4.5,std,task124,True,True,True,9db3733ae1e804c2
Claude Haiku 4.5,std,task125,True,True,True,de0b2943f6169f28
Claude Haiku 4.5,std,task126,True,True,True,a8195636b0393964
Claude Haiku 4.5,std,task127,True,True,True,a7e34775a20acc1e
Claude Haiku 4.5,std,task128,True,True,True,78869efb27368ad5
Claude Haiku 4.5,std,task13,True,True,True,4764091058090e0b
Claude Haiku 4.5,std,task130,True,True,True,5a93f9f173fb02e4
Claude Haiku 4.5,std,task131,True,True,True,1dbd6e63fbedb92c
Claude Haiku 4.5,std,task132,True,True,True,24d78afcce158994
Claude Haiku 4.5,std,task133,True,True,True,e9c2874295a6db24
Claude Haiku 4.5,std,task134,True,True,True,625a75932c7cfa2c
Claude Haiku 4.5,std,task135,True,True,True,a8d29e4037012deb
Claude Haiku 4.5,std,task136,True,True,True,efab464e022cc105
Claude Haiku 4.5,std,task137,True,True,True,c456237460ce0a58
Claude Haiku 4.5,std,task138,True,True,True,f462141d0c370f06
Claude Haiku 4.5,std,task139,True,True,True,4132e46be9df479e
Claude Haiku 4.5,std,task14,True,True,True,310f672e79e2df02
Claude Haiku 4.5,std,task140,True,True,True,6b4cd2406471c216
Claude Haiku 4.5,std,task141,True,True,True,1da0fa4aa6d05bb4
Claude Haiku 4.5,std,task142,True,True,True,028a27643606ff5f
Claude Haiku 4.5,std,task143,True,False,True,685372b93513741b
Claude Haiku 4.5,std,task144,True,True,True,8611c91268999102
Claude Haiku 4.5,std,task145,True,True,True,9b8836fa3b215417
Claude Haiku 4.5,std,task146,True,True,True,c5b5daade83d3604
Claude Haiku 4.5,std,task147,True,False,True,fb85ee58ffc00fe5
Claude Haiku 4.5,std,task148,True,True,True,17f976d33d6f2412
Claude Haiku 4.5,std,task149,True,True,True,44192b5301c501eb
Claude Haiku 4.5,std,task15,True,False,True,1d3151e68ef3a303
Claude Haiku 4.5,std,task150,True,True,True,d94fb7ea0f8c2d7d
Claude Haiku 4.5,std,task151,True,True,True,3504ce9e5588447a
Claude Haiku 4.5,std,task152,True,True,True,8f659e406849557a
Claude Haiku 4.5,std,task153,True,True,True,abda5738e6e099fd
Claude Haiku 4.5,std,task154,True,True,True,4aa571ce138cba31
Claude Haiku 4.5,std,task155,True,True,True,7b2b3b5caf322754
Claude Haiku 4.5,std,task156,True,True,True,5e1217a8b9513ed1
Claude Haiku 4.5,std,task157,True,True,True,9be2d3b35c7314fa
Claude Haiku 4.5,std,task158,True,True,True,fc5453740f3dbe2a
Claude Haiku 4.5,std,task159,True,True,True,eca837548502b3a6
Claude Haiku 4.5,std,task160,True,True,True,325944fb851d0afb
Claude Haiku 4.5,std,task161,True,True,True,ae6de1e1e2d887d9
Claude Haiku 4.5,std,task162,True,True,True,b8bcd528b06dd392
Claude Haiku 4.5,std,task163,True,False,False,f3a51aeb095d3b08
Claude Haiku 4.5,std,task164,True,True,True,630e0331db30492b
Claude Haiku 4.5,std,task165,True,True,True,20c16718532b7269
Claude Haiku 4.5,std,task166,True,True,True,611d8941af8b72f9
Claude Haiku 4.5,std,task167,True,True,True,6472ee8161f7bd8b
Claude Haiku 4.5,std,task168,True,True,True,4c0873caf523dde1
Claude Haiku 4.5,std,task169,True,True,True,bc90dbcd77a6fd5c
Claude Haiku 4.5,std,task17,True,True,True,216ff75a47955fdf
Claude Haiku 4.5,std,task170,True,True,True,a77c65db90206561
Claude Haiku 4.5,std,task171,True,True,True,9f5e21812746977f
Claude Haiku 4.5,std,task172,True,True,True,0ee0ce468e22f4c6
Claude Haiku 4.5,std,task173,True,True,True,c4fb15d3dc9a73cb
